page,id_in_page,details_page_url,agency_or_not
11,41,https://www.sortlist.com/agency/jetruby-agency,1
11,42,https://www.sortlist.com/agency/freya-infosys,1
11,43,https://www.sortlist.com/agency/softrize,1
11,44,https://www.sortlist.com/agency/alpha-digital,1
11,45,https://www.sortlist.com/agency/zodinet,1
11,46,https://www.sortlist.com/agency/pixellab,1
11,47,https://www.sortlist.com/agency/teqsense,1
11,48,https://www.sortlist.com/agency/soluciones-web-grupo-trevenque,1
11,49,https://www.sortlist.com/agency/virgotech,1
11,50,https://www.sortlist.com/agency/kitrum,1
12,1,https://www.sortlist.com/agency/active-bridge-llc,1
12,2,https://www.sortlist.com/agency/famo-group,1
12,3,https://www.sortlist.com/agency/connect-platform,1
12,4,https://www.sortlist.com/agency/agence-fractale,1
12,5,https://www.sortlist.com/agency/brights,1
12,6,https://www.sortlist.com/agency/verikool,1
12,7,https://www.sortlist.com/agency/izisolutions,1
12,8,https://www.sortlist.com/agency/quop,1
12,9,https://www.sortlist.com/agency/webconcepter,1
12,10,https://www.sortlist.com/agency/numeric-way,1
12,11,https://www.sortlist.com/agency/mobirev,1
12,12,https://www.sortlist.com/agency/axmit,1
12,13,https://www.sortlist.com/agency/right-information,1
12,14,https://www.sortlist.com/agency/encabox,1
12,15,https://www.sortlist.com/agency/stridely-solutions,1
12,16,https://www.sortlist.com/agency/noesis-digital,1
12,17,https://www.sortlist.com/agency/alles-online,1
12,18,https://www.sortlist.com/agency/tehilla-media,1
12,19,https://www.sortlist.com/agency/innotech-vietnam-corporation,1
12,20,https://www.sortlist.com/agency/apps-maven,1
12,21,https://www.sortlist.com/agency/the-wetailers,1
12,22,https://www.sortlist.com/agency/hookit-company-limited,1
12,23,https://www.sortlist.com/agency/egid,1
12,24,https://www.sortlist.com/agency/2c-solution,1
12,25,https://www.sortlist.com/agency/i-logs,1
12,26,https://www.sortlist.com/agency/oves-enterprise,1
12,27,https://www.sortlist.com/agency/rubikal,1
12,28,https://www.sortlist.com/agency/nrds-the-it-company,1
12,29,https://www.sortlist.com/agency/alameda-dev,1
12,30,https://www.sortlist.com/agency/cynojine-technology,1
12,31,https://www.sortlist.com/agency/tech-combine,1
12,32,https://www.sortlist.com/agency/diq-mobile-app-development-company-in-qatar,1
12,33,https://www.sortlist.com/agency/bemerkt,1
12,34,https://www.sortlist.com/agency/spacepilots,1
12,35,https://www.sortlist.com/agency/pacom1,1
12,36,https://www.sortlist.com/agency/redbee-software,1
12,37,https://www.sortlist.com/agency/hygge-software,1
12,38,https://www.sortlist.com/agency/l-n-schaffrath-digitalmedien-gmbh,1
12,39,https://www.sortlist.com/agency/roundpixel,1
12,40,https://www.sortlist.com/agency/vaival-technologies,1
12,41,https://www.sortlist.com/agency/humanoids-b-v,1
12,42,https://www.sortlist.com/agency/fiftyfive-development,1
12,43,https://www.sortlist.com/agency/bytes-pixels,1
12,44,https://www.sortlist.com/agency/screen-frontier,1
12,45,https://www.sortlist.com/agency/accession,1
12,46,https://www.sortlist.com/agency/neurosys,1
12,47,https://www.sortlist.com/agency/uhp-software,1
12,48,https://www.sortlist.com/agency/techies-app-technologies-sdn-bhd,1
12,49,https://www.sortlist.com/agency/the-only-group,1
12,50,https://www.sortlist.com/agency/appify-limited,1
13,1,https://www.sortlist.com/agency/shak-kit,1
13,2,https://www.sortlist.com/agency/sky,1
13,3,https://www.sortlist.com/agency/kmp-agency,1
13,4,https://www.sortlist.com/agency/worldux-net,1
13,5,https://www.sortlist.com/agency/alt,1
13,6,https://www.sortlist.com/agency/geomotiv,1
13,7,https://www.sortlist.com/agency/solar-digital,1
13,8,https://www.sortlist.com/agency/tgi-technologies,1
13,9,https://www.sortlist.com/agency/hidden-brains-infotech-llc,1
13,10,https://www.sortlist.com/agency/appik,1
13,11,https://www.sortlist.com/agency/legion-apps,1
13,12,https://www.sortlist.com/agency/ecomwise,1
13,13,https://www.sortlist.com/agency/ennit-interactive,1
13,14,https://www.sortlist.com/agency/adriel-solutions,1
13,15,https://www.sortlist.com/agency/deltologic,1
13,16,https://www.sortlist.com/agency/blisstech-multimedia-and-cybernetics-technology,1
13,17,https://www.sortlist.com/agency/windmill,1
13,18,https://www.sortlist.com/agency/solveit,1
13,19,https://www.sortlist.com/agency/5mart-studio,1
13,20,https://www.sortlist.com/agency/ilink,1
13,21,https://www.sortlist.com/agency/midnight-illusions-ltd,1
13,22,https://www.sortlist.com/agency/dx-solutions,1
13,23,https://www.sortlist.com/agency/elemental-web-solutions-pty-ltd,1
13,24,https://www.sortlist.com/agency/netvor,1
13,25,https://www.sortlist.com/agency/suneco-interactive-professionals,1
13,26,https://www.sortlist.com/agency/10kb,1
13,27,https://www.sortlist.com/agency/epigra,1
13,28,https://www.sortlist.com/agency/techmagic,1
13,29,https://www.sortlist.com/agency/amsterdam-standard-s-l,1
13,30,https://www.sortlist.com/agency/clave-web,1
13,31,https://www.sortlist.com/agency/dimension-multimedia-s-l,1
13,32,https://www.sortlist.com/agency/idearium-3-0,1
13,33,https://www.sortlist.com/agency/anadea,1
13,34,https://www.sortlist.com/agency/incuca,1
13,35,https://www.sortlist.com/agency/the-papaya-group,1
13,36,https://www.sortlist.com/agency/creative-owl-agency,1
13,37,https://www.sortlist.com/agency/vertex-ray-technology,1
13,38,https://www.sortlist.com/agency/exthand,1
13,39,https://www.sortlist.com/agency/echo-5-atlanta-web-design,1
13,40,https://www.sortlist.com/agency/2a-concept,1
13,41,https://www.sortlist.com/agency/switchstance-2,1
13,42,https://www.sortlist.com/agency/adamo-digital,1
13,43,https://www.sortlist.com/agency/jstack,1
13,44,https://www.sortlist.com/agency/codewell,1
13,45,https://www.sortlist.com/agency/comwebsolutions,1
13,46,https://www.sortlist.com/agency/naes-consulting,1
13,47,https://www.sortlist.com/agency/cyberlinetechnologies-com,1
13,48,https://www.sortlist.com/agency/appoly,1
13,49,https://www.sortlist.com/agency/naeka,1
13,50,https://www.sortlist.com/agency/stilde,1
14,1,https://www.sortlist.com/agency/qteam-solutions,1
14,2,https://www.sortlist.com/agency/foonkie-monkey,1
14,3,https://www.sortlist.com/agency/elegant-tech-solutions-aps,1
14,4,https://www.sortlist.com/agency/monkeyproof,1
14,5,https://www.sortlist.com/agency/develop,1
14,6,https://www.sortlist.com/agency/koji-kabuto,1
14,7,https://www.sortlist.com/agency/pixelmate,1
14,8,https://www.sortlist.com/agency/pixelium-group,1
14,9,https://www.sortlist.com/agency/lmc-france,1
14,10,https://www.sortlist.com/agency/productcrafters,1
14,11,https://www.sortlist.com/agency/bamboo-internet,1
14,12,https://www.sortlist.com/agency/neovia,1
14,13,https://www.sortlist.com/agency/cnepho-synnefo-global,1
14,14,https://www.sortlist.com/agency/pau-3,1
14,15,https://www.sortlist.com/agency/neos,1
14,16,https://www.sortlist.com/agency/casia-apps,1
14,17,https://www.sortlist.com/agency/li-labs-australia,1
14,18,https://www.sortlist.com/agency/smart-outsourcing-solutions,1
14,19,https://www.sortlist.com/agency/swoo-agence-numerique,1
14,20,https://www.sortlist.com/agency/lune-groupe,1
14,21,https://www.sortlist.com/agency/coniolabs,1
14,22,https://www.sortlist.com/agency/mindtech-consultancy,1
14,23,https://www.sortlist.com/agency/netarum,1
14,24,https://www.sortlist.com/agency/artifex-online,1
14,25,https://www.sortlist.com/agency/simdo,1
14,26,https://www.sortlist.com/agency/pixelplex-inc,1
14,27,https://www.sortlist.com/agency/la-kolmena-digital-s-l,1
14,28,https://www.sortlist.com/agency/webinerds,1
14,29,https://www.sortlist.com/agency/yesu-it-solution,1
14,30,https://www.sortlist.com/agency/sherpaa,1
14,31,https://www.sortlist.com/agency/elsa-qatar,1
14,32,https://www.sortlist.com/agency/ncoresoft-technologies,1
14,33,https://www.sortlist.com/agency/brainvire-infotech-inc,1
14,34,https://www.sortlist.com/agency/bluefin-solutions-limited,1
14,35,https://www.sortlist.com/agency/verbindungszentrum,1
14,36,https://www.sortlist.com/agency/hourlydeveloper-io,1
14,37,https://www.sortlist.com/agency/gekko-fox,1
14,38,https://www.sortlist.com/agency/aryavrat-infotech-inc,1
14,39,https://www.sortlist.com/agency/steve-wan,1
14,40,https://www.sortlist.com/agency/rootquotient,1
14,41,https://www.sortlist.com/agency/isolve-mobility,1
14,42,https://www.sortlist.com/agency/obp-solutions,1
14,43,https://www.sortlist.com/agency/weprotoype-technologies,1
14,44,https://www.sortlist.com/agency/zartek,1
14,45,https://www.sortlist.com/agency/creative-bibini,1
14,46,https://www.sortlist.com/agency/crapplet-infotech-private-limited,1
14,47,https://www.sortlist.com/agency/softlabs-group,1
14,48,https://www.sortlist.com/agency/luis-alberto-bernal,1
14,49,https://www.sortlist.com/agency/crown-tech-aps,1
14,50,https://www.sortlist.com/agency/seven-gb,1
15,1,https://www.sortlist.com/agency/addrea,1
15,2,https://www.sortlist.com/agency/redegal,1
15,3,https://www.sortlist.com/agency/devconsult-berlin,1
15,4,https://www.sortlist.com/agency/kaaf-media-network,1
15,5,https://www.sortlist.com/agency/onion-smart-solutions,1
15,6,https://www.sortlist.com/agency/vector,1
15,7,https://www.sortlist.com/agency/affides,1
15,8,https://www.sortlist.com/agency/leanatic,1
15,9,https://www.sortlist.com/agency/the-people-who-do,1
15,10,https://www.sortlist.com/agency/pitcher,1
15,11,https://www.sortlist.com/agency/competenza-innovare,1
15,12,https://www.sortlist.com/agency/flowfabric,1
15,13,https://www.sortlist.com/agency/emit-gmbh-2,1
15,14,https://www.sortlist.com/agency/exclusive-web-systems,1
15,15,https://www.sortlist.com/agency/wittig,1
15,16,https://www.sortlist.com/agency/scalac,1
15,17,https://www.sortlist.com/agency/proffiz,1
15,18,https://www.sortlist.com/agency/develeopards,1
15,19,https://www.sortlist.com/agency/aylon-value-development,1
15,20,https://www.sortlist.com/agency/dac-group-deutschland,1
15,21,https://www.sortlist.com/agency/aeronics-media,1
15,22,https://www.sortlist.com/agency/dgm-walliser,1
15,23,https://www.sortlist.com/agency/lloyds-design,1
15,24,https://www.sortlist.com/agency/esterox-llc,1
15,25,https://www.sortlist.com/agency/mogic-gmbh,1
15,26,https://www.sortlist.com/agency/neon-software-solutions-gmbh,1
15,27,https://www.sortlist.com/agency/brand-pioneers,1
15,28,https://www.sortlist.com/agency/redlabs,1
15,29,https://www.sortlist.com/agency/ador,1
15,30,https://www.sortlist.com/agency/joliarts,1
15,31,https://www.sortlist.com/agency/evoque-innovative-lab,1
15,32,https://www.sortlist.com/agency/swivt-technologies-2,1
15,33,https://www.sortlist.com/agency/obesigns-solutions,1
15,34,https://www.sortlist.com/agency/nextstack-llc,1
15,35,https://www.sortlist.com/agency/kastertech,1
15,36,https://www.sortlist.com/agency/cookee-technologies,1
15,37,https://www.sortlist.com/agency/call-bharat,1
15,38,https://www.sortlist.com/agency/https-futurealiti-com,1
15,39,https://www.sortlist.com/agency/dallonses,1
15,40,https://www.sortlist.com/agency/wixiweb,1
15,41,https://www.sortlist.com/agency/mobiweb-technologies-usa,1
15,42,https://www.sortlist.com/agency/bugloos,1
15,43,https://www.sortlist.com/agency/global-advanced-technology,1
15,44,https://www.sortlist.com/agency/divami-design-labs,1
15,45,https://www.sortlist.com/agency/ochelys-agence-web-responsable-et-centree-utilisateurs,1
15,46,https://www.sortlist.com/agency/tingisweb,1
15,47,https://www.sortlist.com/agency/nalta,1
15,48,https://www.sortlist.com/agency/idea-usher,1
15,49,https://www.sortlist.com/agency/mindexa,1
15,50,https://www.sortlist.com/agency/ninja-web,1
16,1,https://www.sortlist.com/agency/nextalys,1
16,2,https://www.sortlist.com/agency/codebay,1
16,3,https://www.sortlist.com/agency/boostern,1
16,4,https://www.sortlist.com/agency/embie,1
16,5,https://www.sortlist.com/agency/future-forward-tech-group,1
16,6,https://www.sortlist.com/agency/idealize,1
16,7,https://www.sortlist.com/agency/styliff-tech,1
16,8,https://www.sortlist.com/agency/i-mate-plus,1
16,9,https://www.sortlist.com/agency/reenbit,1
16,10,https://www.sortlist.com/agency/webvriend-b-v,1
16,11,https://www.sortlist.com/agency/reformedtech,1
16,12,https://www.sortlist.com/agency/nebitex-digital-consultancy,1
16,13,https://www.sortlist.com/agency/nice-digital-studio,1
16,14,https://www.sortlist.com/agency/nocodeassistant,1
16,15,https://www.sortlist.com/agency/smartmoves,1
16,16,https://www.sortlist.com/agency/panenco-2,1
16,17,https://www.sortlist.com/agency/blue-hosting-server,1
16,18,https://www.sortlist.com/agency/digital-xcode,1
16,19,https://www.sortlist.com/agency/digital-creative-3,1
16,20,https://www.sortlist.com/agency/cherry-pulp,1
16,21,https://www.sortlist.com/agency/pegusapps,1
16,22,https://www.sortlist.com/agency/redberry,1
16,23,https://www.sortlist.com/agency/spark-solutions,1
16,24,https://www.sortlist.com/agency/biztechnosys-infotech-pvt-ltd,1
16,25,https://www.sortlist.com/agency/sigma,1
16,26,https://www.sortlist.com/agency/graphicano,1
16,27,https://www.sortlist.com/agency/cortex,1
16,28,https://www.sortlist.com/agency/tanitweb,1
16,29,https://www.sortlist.com/agency/intotheweb,1
16,30,https://www.sortlist.com/agency/komodo-digital,1
16,31,https://www.sortlist.com/agency/buddyweb,1
16,32,https://www.sortlist.com/agency/crypton,1
16,33,https://www.sortlist.com/agency/rox-media,1
16,34,https://www.sortlist.com/agency/ariel-software-solutions,1
16,35,https://www.sortlist.com/agency/airtouch-new-media,1
16,36,https://www.sortlist.com/agency/klapp-agency,1
16,37,https://www.sortlist.com/agency/win-win-web,1
16,38,https://www.sortlist.com/agency/mlabs,1
16,39,https://www.sortlist.com/agency/otinsoft,1
16,40,https://www.sortlist.com/agency/multiframes-s-a-r-l,1
16,41,https://www.sortlist.com/agency/imaginabit,1
16,42,https://www.sortlist.com/agency/thetribe,1
16,43,https://www.sortlist.com/agency/freshbyte,1
16,44,https://www.sortlist.com/agency/ingenieros-web-372754f2-29f2-45c1-8dd9-f7e4003d0559,1
16,45,https://www.sortlist.com/agency/clover-studio,1
16,46,https://www.sortlist.com/agency/usis-technologies-private-limited,1
16,47,https://www.sortlist.com/agency/awayup,1
16,48,https://www.sortlist.com/agency/web-bay,1
16,49,https://www.sortlist.com/agency/jefferson-and-son-c95588e5-2bda-4215-991f-1f9f5648eb62,1
16,50,https://www.sortlist.com/agency/tekoway,1
17,1,https://www.sortlist.com/agency/digiryte,1
17,2,https://www.sortlist.com/agency/modeso,1
17,3,https://www.sortlist.com/agency/rubicon-8,1
17,4,https://www.sortlist.com/agency/3forcom,1
17,5,https://www.sortlist.com/agency/strowberry-code,1
17,6,https://www.sortlist.com/agency/cynexis-media,1
17,7,https://www.sortlist.com/agency/dlvx-studio,1
17,8,https://www.sortlist.com/agency/we-jelly-llc,1
17,9,https://www.sortlist.com/agency/eenvoud,1
17,10,https://www.sortlist.com/agency/4t,1
17,11,https://www.sortlist.com/agency/pandafish,1
17,12,https://www.sortlist.com/agency/cyberarch-consulting-group,1
17,13,https://www.sortlist.com/agency/igex-solutions,1
17,14,https://www.sortlist.com/agency/webops,1
17,15,https://www.sortlist.com/agency/mlsdev,1
17,16,https://www.sortlist.com/agency/blueberry,1
17,17,https://www.sortlist.com/agency/made-in-dom,1
17,18,https://www.sortlist.com/agency/unelma-platforms,1
17,19,https://www.sortlist.com/agency/yuhiro,1
17,20,https://www.sortlist.com/agency/qene-technologies,1
17,21,https://www.sortlist.com/agency/dayella-limited,1
17,22,https://www.sortlist.com/agency/taillis-labs,1
17,23,https://www.sortlist.com/agency/starstel-sarl,1
17,24,https://www.sortlist.com/agency/source-code-co-ltd-myanmar,1
17,25,https://www.sortlist.com/agency/motionkata-digital-agency,1
17,26,https://www.sortlist.com/agency/coreline,1
17,27,https://www.sortlist.com/agency/kualitysoft,1
17,28,https://www.sortlist.com/agency/code-cliff,1
17,29,https://www.sortlist.com/agency/cyber-l,1
17,30,https://www.sortlist.com/agency/edgi,1
17,31,https://www.sortlist.com/agency/nweave-com,1
17,32,https://www.sortlist.com/agency/xb-software,1
17,33,https://www.sortlist.com/agency/ssit,1
17,34,https://www.sortlist.com/agency/haleteo,1
17,35,https://www.sortlist.com/agency/brightwall,1
17,36,https://www.sortlist.com/agency/acseo,1
17,37,https://www.sortlist.com/agency/volst,1
17,38,https://www.sortlist.com/agency/sunbytes,1
17,39,https://www.sortlist.com/agency/riot-4,1
17,40,https://www.sortlist.com/agency/agence-tassyir,1
17,41,https://www.sortlist.com/agency/netparticle-com,1
17,42,https://www.sortlist.com/agency/cocoon-creations,1
17,43,https://www.sortlist.com/agency/neomeric-2,1
17,44,https://www.sortlist.com/agency/appventurez,1
17,45,https://www.sortlist.com/agency/gawooni-plc,1
17,46,https://www.sortlist.com/agency/cloudedots,1
17,47,https://www.sortlist.com/agency/techavidus,1
17,48,https://www.sortlist.com/agency/octal-info-solution-pte-ltd,1
17,49,https://www.sortlist.com/agency/nineafrica,1
17,50,https://www.sortlist.com/agency/tund-s-tech,1
18,1,https://www.sortlist.com/agency/insyte-consultancy-services,1
18,2,https://www.sortlist.com/agency/dxminds-innovation-labs-pvt-ltd,1
18,3,https://www.sortlist.com/agency/websmaniac-inc,1
18,4,https://www.sortlist.com/agency/prokapp-creations,1
18,5,https://www.sortlist.com/agency/chigisoft,1
18,6,https://www.sortlist.com/agency/evolutio-it-sarl,1
18,7,https://www.sortlist.com/agency/fabstudio,1
18,8,https://www.sortlist.com/agency/steve-gates,1
18,9,https://www.sortlist.com/agency/codevelop,1
18,10,https://www.sortlist.com/agency/akil-technologies,1
18,11,https://www.sortlist.com/agency/https-terkwaz-com,1
18,12,https://www.sortlist.com/agency/mifort-solutions,1
18,13,https://www.sortlist.com/agency/iscope-services-p-ltd,1
18,14,https://www.sortlist.com/agency/wanted-for-nothing,1
18,15,https://www.sortlist.com/agency/vyzek,1
18,16,https://www.sortlist.com/agency/brthrs-agency,1
18,17,https://www.sortlist.com/agency/zaidrix,1
18,18,https://www.sortlist.com/agency/onex-yazilim,1
18,19,https://www.sortlist.com/agency/highupweb,1
18,20,https://www.sortlist.com/agency/skylab-x,1
18,21,https://www.sortlist.com/agency/travelapp-technology-sdn-bhd,1
18,22,https://www.sortlist.com/agency/nicety-systems,1
18,23,https://www.sortlist.com/agency/neurony-solutions,1
18,24,https://www.sortlist.com/agency/patrickkrueger-com,1
18,25,https://www.sortlist.com/agency/dctrl-studio-for-creative-technology,1
18,26,https://www.sortlist.com/agency/salactsol,1
18,27,https://www.sortlist.com/agency/the-app-office,1
18,28,https://www.sortlist.com/agency/x10sn,1
18,29,https://www.sortlist.com/agency/codelabs-co-limited,1
18,30,https://www.sortlist.com/agency/1987-agency,1
18,31,https://www.sortlist.com/agency/max-vision-solutions-private-limited,1
18,32,https://www.sortlist.com/agency/hellotree,1
18,33,https://www.sortlist.com/agency/cynoia,1
18,34,https://www.sortlist.com/agency/bleiz-global,1
18,35,https://www.sortlist.com/agency/amondi-gmbh,1
18,36,https://www.sortlist.com/agency/lynx-business,1
18,37,https://www.sortlist.com/agency/heabb,1
18,38,https://www.sortlist.com/agency/transhuman-technologies,1
18,39,https://www.sortlist.com/agency/agence-digitale-void,1
18,40,https://www.sortlist.com/agency/trident-analytical-solutions,1
18,41,https://www.sortlist.com/agency/devico-solutions,1
18,42,https://www.sortlist.com/agency/software-development-hub,1
18,43,https://www.sortlist.com/agency/kodeinn-technologies,1
18,44,https://www.sortlist.com/agency/citrusbug-technolabs,1
18,45,https://www.sortlist.com/agency/innovative-solutions,1
18,46,https://www.sortlist.com/agency/mobeats,1
18,47,https://www.sortlist.com/agency/uplift,1
18,48,https://www.sortlist.com/agency/cipher-solutions,1
18,49,https://www.sortlist.com/agency/equilobe-software,1
18,50,https://www.sortlist.com/agency/nilebits,1
19,1,https://www.sortlist.com/agency/scalek,1
19,2,https://www.sortlist.com/agency/aglowid-it-solutions,1
19,3,https://www.sortlist.com/agency/leo9-studio,1
19,4,https://www.sortlist.com/agency/blitzm-design,1
19,5,https://www.sortlist.com/agency/gawcom-de,1
19,6,https://www.sortlist.com/agency/pencil-solutions,1
19,7,https://www.sortlist.com/agency/ruhmesmeile-gmbh,1
19,8,https://www.sortlist.com/agency/codup,1
19,9,https://www.sortlist.com/agency/docustay,1
19,10,https://www.sortlist.com/agency/iline-studios,1
19,11,https://www.sortlist.com/agency/digital-pieces,1
19,12,https://www.sortlist.com/agency/magna-software,1
19,13,https://www.sortlist.com/agency/amm,1
19,14,https://www.sortlist.com/agency/botschaft-digital,1
19,15,https://www.sortlist.com/agency/you-ll-never-walk-alone-gmbh,1
19,16,https://www.sortlist.com/agency/cosmoshop,1
19,17,https://www.sortlist.com/agency/die-medialen,1
19,18,https://www.sortlist.com/agency/easewebs,1
19,19,https://www.sortlist.com/agency/aceart-gmbh,1
19,20,https://www.sortlist.com/agency/tice-software,1
19,21,https://www.sortlist.com/agency/bigo-digital,1
19,22,https://www.sortlist.com/agency/twaer,1
19,23,https://www.sortlist.com/agency/steevens-paullas-gutt,1
19,24,https://www.sortlist.com/agency/smuv-design-agency,1
19,25,https://www.sortlist.com/agency/prithak-creation-pvt-ltd,1
19,26,https://www.sortlist.com/agency/gm-creative,1
19,27,https://www.sortlist.com/agency/primo-interactive,1
19,28,https://www.sortlist.com/agency/oddessey-solutions-b-v,1
19,29,https://www.sortlist.com/agency/it-solve,1
19,30,https://www.sortlist.com/agency/intertoons-internet-services-pvt-ltd,1
19,31,https://www.sortlist.com/agency/lemapp,1
19,32,https://www.sortlist.com/agency/eden-tech-labs,1
19,33,https://www.sortlist.com/agency/codoir,1
19,34,https://www.sortlist.com/agency/airsoft-technologies,1
19,35,https://www.sortlist.com/agency/realiz-com,1
19,36,https://www.sortlist.com/agency/peerigon-gmbh,1
19,37,https://www.sortlist.com/agency/reboot-studio,1
19,38,https://www.sortlist.com/agency/brainhub,1
19,39,https://www.sortlist.com/agency/inc-studio,1
19,40,https://www.sortlist.com/agency/na-gne-studio,1
19,41,https://www.sortlist.com/agency/tribe-by-nowsnapp,1
19,42,https://www.sortlist.com/agency/iih-global,1
19,43,https://www.sortlist.com/agency/shrinext-limited,1
19,44,https://www.sortlist.com/agency/whetstonez-technologies,1
19,45,https://www.sortlist.com/agency/accrete-infosolution-technologies-llp,1
19,46,https://www.sortlist.com/agency/bond-af,1
19,47,https://www.sortlist.com/agency/omar-al-khatib-3,1
19,48,https://www.sortlist.com/agency/aioko-sl,1
19,49,https://www.sortlist.com/agency/tiarg,1
19,50,https://www.sortlist.com/agency/neklo-llc,1
20,1,https://www.sortlist.com/agency/webmutanten-by-duerr-steidle-ug,1
20,2,https://www.sortlist.com/agency/hojotech,1
20,3,https://www.sortlist.com/agency/clevertec,1
20,4,https://www.sortlist.com/agency/speedforce-digital,1
20,5,https://www.sortlist.com/agency/moaj,1
20,6,https://www.sortlist.com/agency/ouiapp-agency,1
20,7,https://www.sortlist.com/agency/devathon,1
20,8,https://www.sortlist.com/agency/merabt-technologies-pvt-ltd,1
20,9,https://www.sortlist.com/agency/altek,1
20,10,https://www.sortlist.com/agency/visionic,1
20,11,https://www.sortlist.com/agency/tkxel,1
20,12,https://www.sortlist.com/agency/nyx-wolves,1
20,13,https://www.sortlist.com/agency/zappletech,1
20,14,https://www.sortlist.com/agency/lukas-seyfarth-webdesign,1
20,15,https://www.sortlist.com/agency/mdevelopers,1
20,16,https://www.sortlist.com/agency/brand-innovation,1
20,17,https://www.sortlist.com/agency/bandit_house,1
20,18,https://www.sortlist.com/agency/eyloo-app-entwicklung,1
20,19,https://www.sortlist.com/agency/ratdeck-india,1
20,20,https://www.sortlist.com/agency/cosmsosoft-business-solutions-pvt-ltd,1
20,21,https://www.sortlist.com/agency/digitsense,1
20,22,https://www.sortlist.com/agency/webdesign-agentur-nolden-marketing-gunstige-webseiten,1
20,23,https://www.sortlist.com/agency/tectera,1
20,24,https://www.sortlist.com/agency/epistio,1
20,25,https://www.sortlist.com/agency/esaho-sarl,1
20,26,https://www.sortlist.com/agency/atlasopen,1
20,27,https://www.sortlist.com/agency/pixelhop,1
20,28,https://www.sortlist.com/agency/creative-think-digital,1
20,29,https://www.sortlist.com/agency/nlpc,1
20,30,https://www.sortlist.com/agency/beetsoft,1
20,31,https://www.sortlist.com/agency/tempatkita-software,1
20,32,https://www.sortlist.com/agency/intetics-inc,1
20,33,https://www.sortlist.com/agency/kiwi-pbc,1
20,34,https://www.sortlist.com/agency/kreezus,1
20,35,https://www.sortlist.com/agency/teconsite,1
20,36,https://www.sortlist.com/agency/azriotech,1
20,37,https://www.sortlist.com/agency/baboons,1
20,38,https://www.sortlist.com/agency/axisbits,1
20,39,https://www.sortlist.com/agency/lajward-technologies,1
20,40,https://www.sortlist.com/agency/softstate-technologies,1
20,41,https://www.sortlist.com/agency/soleeklab,1
20,42,https://www.sortlist.com/agency/the-creative-studio,1
20,43,https://www.sortlist.com/agency/afri-agency,1
20,44,https://www.sortlist.com/agency/wiidoo-media,1
20,45,https://www.sortlist.com/agency/vidhema-technologies,1
20,46,https://www.sortlist.com/agency/woxro-technology-solutions,1
20,47,https://www.sortlist.com/agency/digitalway,1
20,48,https://www.sortlist.com/agency/merge-development,1
20,49,https://www.sortlist.com/agency/edelweiss-it,1
20,50,https://www.sortlist.com/agency/keoz-gmbh,1
21,1,https://www.sortlist.com/agency/eleanorsoft,1
21,2,https://www.sortlist.com/agency/reon-technologies,1
21,3,https://www.sortlist.com/agency/xlab-group,1
21,4,https://www.sortlist.com/agency/powys-websites,1
21,5,https://www.sortlist.com/agency/adm-media-consulting,1
21,6,https://www.sortlist.com/agency/end-point-corporation,1
21,7,https://www.sortlist.com/agency/thinkbound-marketing-solutions,1
21,8,https://www.sortlist.com/agency/kokomo-inc,1
21,9,https://www.sortlist.com/agency/ngrane-interactive,1
21,10,https://www.sortlist.com/agency/belou-marketing-y-comunicacion,1
21,11,https://www.sortlist.com/agency/mediaman-shanghai,1
21,12,https://www.sortlist.com/agency/exit-9,1
21,13,https://www.sortlist.com/agency/goodchoice-gabon,1
21,14,https://www.sortlist.com/agency/mental-works,1
21,15,https://www.sortlist.com/agency/lemon-companies,1
21,16,https://www.sortlist.com/agency/cream-touch,1
21,17,https://www.sortlist.com/agency/creativio,1
21,18,https://www.sortlist.com/agency/atalanta,1
21,19,https://www.sortlist.com/agency/touch-for-diffusion-t4d,1
21,20,https://www.sortlist.com/agency/admaker-tm,1
21,21,https://www.sortlist.com/agency/dgs-creation,1
21,22,https://www.sortlist.com/agency/urja-communications-pvt-ltd,1
21,23,https://www.sortlist.com/agency/appsynth,1
21,24,https://www.sortlist.com/agency/webpers,1
21,25,https://www.sortlist.com/agency/digital-score,1
21,26,https://www.sortlist.com/agency/digital-meat,1
21,27,https://www.sortlist.com/agency/interlutions,1
21,28,https://www.sortlist.com/agency/iteracode,1
21,29,https://www.sortlist.com/agency/bluegrass-digital,1
21,30,https://www.sortlist.com/agency/appus-studio,1
21,31,https://www.sortlist.com/agency/softappi,1
21,32,https://www.sortlist.com/agency/a101,1
21,33,https://www.sortlist.com/agency/starbrand-creative,1
21,34,https://www.sortlist.com/agency/mtw-labs,1
21,35,https://www.sortlist.com/agency/droptica,1
21,36,https://www.sortlist.com/agency/waves-technology-294541a7-4453-4488-90b7-0d25824072d9,1
21,37,https://www.sortlist.com/agency/area25-it,1
21,38,https://www.sortlist.com/agency/emergento,1
21,39,https://www.sortlist.com/agency/ohayo,1
21,40,https://www.sortlist.com/agency/serboweb-informatica,1
21,41,https://www.sortlist.com/agency/thequizproject,1
21,42,https://www.sortlist.com/agency/torres-technologies,1
21,43,https://www.sortlist.com/agency/axopen,1
21,44,https://www.sortlist.com/agency/er-company,1
21,45,https://www.sortlist.com/agency/technology-development,1
21,46,https://www.sortlist.com/agency/cygnet-infotech-llc,1
21,47,https://www.sortlist.com/agency/into-the-source,1
